triple_key	row_idx	canonical_id_left	name_left	role_left	word	lemma	index	negated	gender_left	canonical_id_right	name_right	role_right	gender_right	corrected_agent	corrected_verb	corrected_patient	changed	changes_applied	is_new	agent_byte_start	agent_byte_end	verb_byte_start	verb_byte_end	patient_byte_start	patient_byte_end
4_1_50120_knock	275	4	William Henry Blore	agent	knock	knock	50122	False	m	1	Vera Elizabeth Claythorne	patient	f	William Henry Blore	knock	Edward George Armstrong	True	"patient: ""Vera Elizabeth Claythorne"" → ""Edward George Armstrong"""	False						
10_4_50186_came	276	10	Isaac Morris	agent	came	come	50188	False	m	4	William Henry Blore	patient	m	INCORRECT_TRIPLE	came	William Henry Blore	True	"agent: ""Isaac Morris"" → ""INCORRECT_TRIPLE"""	False						
0_3_50202_following	277	0	Lawrence John Wargrave	agent	following	follow	50204	False	m	3	Edward George Armstrong	patient	m	Lawrence John Wargrave	following	Edward George Armstrong	False		False						
1_15_51706_said	278	1	Vera Elizabeth Claythorne	agent	said	say	51708	False	f	15	Cyril Ogilvie Hamilton	patient	m	Vera Elizabeth Claythorne	said	Cyril Ogilvie Hamilton	False		False						
1_0_51794_tell	279	1	Vera Elizabeth Claythorne	agent	tell	tell	51796	False	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	tell	Cyril Ogilvie Hamilton	False		False						
14_1_52043_looked	280	14	Hugo Hamilton	agent	looked	look	52045	False	m	1	Vera Elizabeth Claythorne	patient	f	Hugo Hamilton	looked	Vera Elizabeth Claythorne	False		False						
1_14_52081_written	281	1	Vera Elizabeth Claythorne	agent	written	write	52083	False	f	14	Hugo Hamilton	patient	m	Vera Elizabeth Claythorne	written	Hugo Hamilton	False		False						
1_14_52102_think	282	1	Vera Elizabeth Claythorne	agent	think	think	52104	True	f	14	Hugo Hamilton	patient	m	Vera Elizabeth Claythorne	think	Hugo Hamilton	False		False						
14_1_52139_was	283	14	Hugo Hamilton	agent	was	be	52141	False	m	1	Vera Elizabeth Claythorne	patient	f	Hugo Hamilton	was with [be with]	Vera Elizabeth Claythorne	True	"verb: ""was [be]"" → ""was with [be with]"""	False						
4_3_53544_paused	284	4	William Henry Blore	agent	paused	pause	53546	False	m	3	Edward George Armstrong	patient	m	William Henry Blore	paused at [pause at]	Edward George Armstrong	True	"verb: ""paused [pause]"" → ""paused at [pause at]"""	False						
2_3_53758_moved	285	2	Philip Lombard	agent	moved	move	53760	False	m	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	moved	Edward George Armstrong	True	"agent: ""Philip Lombard"" → ""INCORRECT_TRIPLE"""	False						
2_1_53886_raced	286	2	Philip Lombard	agent	raced	race	53888	False	m	1	Vera Elizabeth Claythorne	patient	f	INCORRECT_TRIPLE	raced	Vera Elizabeth Claythorne	True	"agent: ""Philip Lombard"" → ""INCORRECT_TRIPLE"""	False						
4_0_53968_speak	287	4	William Henry Blore	agent	speak	speak	53970	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	speak	Vera Elizabeth Claythorne	False		False						
2_4_53998_joined	288	2	Philip Lombard	agent	joined	join	54000	False	m	4	William Henry Blore	patient	m	Philip Lombard	joined	William Henry Blore	False		False						
2_3_54163_'m	289	2	Philip Lombard	agent	'm	be	54165	False	m	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	'm	Edward George Armstrong	True	"agent: ""Philip Lombard"" → ""INCORRECT_TRIPLE"""	False						
4_2_54184_followed	290	4	William Henry Blore	agent	followed	follow	54186	False	m	2	Philip Lombard	patient	m	William Henry Blore	followed	Philip Lombard	False		False						
1_3_54336_were	291	1	Vera Elizabeth Claythorne	agent	were	be	54338	False	f	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	were	Edward George Armstrong	True	"agent: ""Vera Elizabeth Claythorne"" → ""INCORRECT_TRIPLE"""	False						
3_1_54398_groaning	292	3	Edward George Armstrong	agent	groaning	groan	54400	False	m	1	Vera Elizabeth Claythorne	patient	f	INCORRECT_TRIPLE	groaning	Vera Elizabeth Claythorne	True	"agent: ""Edward George Armstrong"" → ""INCORRECT_TRIPLE"""	False						
3_1_54410_inform	293	3	Edward George Armstrong	agent	inform	inform	54412	False	m	1	Vera Elizabeth Claythorne	patient	f	Edward George Armstrong	inform	Vera Elizabeth Claythorne	False		False						
4_0_54858_tell	294	4	William Henry Blore	agent	tell	tell	54860	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	tell	Vera Elizabeth Claythorne	False		False						
4_0_54939_tell	295	4	William Henry Blore	agent	tell	tell	54941	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	tell	Vera Elizabeth Claythorne	False		False						
4_2_55446_find	296	4	William Henry Blore	agent	find	find	55448	False	m	2	Philip Lombard	patient	m	William Henry Blore	find	Philip Lombard	False		False						
4_0_55938_ask	299	4	William Henry Blore	agent	ask	ask	55940	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	ask	William Henry Blore	True	"agent: """" → ""Philip Lombard""; patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
4_0_55950_pot	300	4	William Henry Blore	agent	pot	pot	55952	True	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	pot	William Henry Blore	True	"agent: ""William Henry Blore"" → ""Philip Lombard""; patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
2_1_56026_looked	301	2	Philip Lombard	agent	looked	look	56028	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	looked	Vera Elizabeth Claythorne	False		False						
2_1_56910_stay	303	2	Philip Lombard	agent	stay	stay	56912	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	stay	Vera Elizabeth Claythorne	False		False						
2_1_56937_shoot	304	2	Philip Lombard	agent	shoot	shoot	56939	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	not shoot [shoot]	Vera Elizabeth Claythorne	True	"verb: ""shoot [shoot]"" → ""not shoot [shoot]"""	False						
2_0_56999_come	305	2	Philip Lombard	agent	come	come	57001	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	come	William Henry Blore	False		False						
2_0_57041_shoot	306	2	Philip Lombard	agent	shoot	shoot	57043	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	could shoot [shoot]	William Henry Blore	True	"verb: ""shoot [shoot]"" → ""could shoot [shoot]""; patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
2_0_57138_lend	307	2	Philip Lombard	agent	lend	lend	57140	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	lend	William Henry Blore	False		False						
10_4_57323_heard	308	10	Isaac Morris	agent	heard	hear	57325	False	m	4	William Henry Blore	patient	m	Vera Elizabeth Claythorne	heard	William Henry Blore	False		False						
4_3_57401_rid	309	4	William Henry Blore	agent	rid	rid	57403	False	m	3	Edward George Armstrong	patient	m	William Henry Blore	may rid [may rid]	Edward George Armstrong	True	"verb: ""rid [rid]"" → ""may rid [may rid]"""	False						
0_2_57431_ask	310	0	Lawrence John Wargrave	agent	ask	ask	57433	False	m	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	ask	Philip Lombard	False		False						
2_1_57556_looked	311	2	Philip Lombard	agent	looked	look	57558	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	looked	Vera Elizabeth Claythorne	False		False						
2_0_57578_shoot	312	2	Philip Lombard	agent	shoot	shoot	57580	True	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	shoot	Vera Elizabeth Claythorne	False		False						
1_2_57617_turned	313	1	Vera Elizabeth Claythorne	agent	turned	turn	57619	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	turned	Philip Lombard	False		False						
2_1_57788_looked	314	2	Philip Lombard	agent	looked	look	57790	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	looked	Vera Elizabeth Claythorne	False		False						
1_0_58044_come	316	1	Vera Elizabeth Claythorne	agent	come	come	58046	False	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	come with [come with]	Philip Lombard	True	"verb: ""come [come]"" → ""come with [come with]""; patient: ""Lawrence John Wargrave"" → ""Philip Lombard"""	False						
2_1_58200_grasped	317	2	Philip Lombard	agent	grasped	grasp	58202	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	grasped	Vera Elizabeth Claythorne	False		False						
0_3_58363_find	318	0	Lawrence John Wargrave	agent	find	find	58365	True	m	3	Edward George Armstrong	patient	m	Philip Lombard	find	Edward George Armstrong	False		False						
0_3_58355_find	319	0	Lawrence John Wargrave	agent	find	find	58357	True	m	3	Edward George Armstrong	patient	m	Philip Lombard	find	Edward George Armstrong	False		False						
4_3_58556_was	320	4	William Henry Blore	agent	was	be	58558	False	m	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	was	Edward George Armstrong	True	"agent: ""William Henry Blore"" → ""INCORRECT_TRIPLE"""	False						
1_2_59302_see	321	1	Vera Elizabeth Claythorne	agent	see	see	59304	True	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	see	Philip Lombard	False		False						
1_7_59450_looked	322	1	Vera Elizabeth Claythorne	agent	looked	look	59452	False	f	7	Anthony James Marston	patient	m	Vera Elizabeth Claythorne	looked	Edward George Armstrong	False		False						
1_3_59514_looked	323	1	Vera Elizabeth Claythorne	agent	looked	look	59516	False	f	3	Edward George Armstrong	patient	m	Vera Elizabeth Claythorne	looked	Edward George Armstrong	False		False						
1_2_59608_leaned	324	1	Vera Elizabeth Claythorne	agent	leaned	lean	59610	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	leaned	Philip Lombard	False		False						
1_2_59705_facing	325	1	Vera Elizabeth Claythorne	agent	facing	face	59707	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	facing	Philip Lombard	False		False						
0_10_61460_knew	327	0	Lawrence John Wargrave	agent	knew	know	61462	True	m	10	Isaac Morris	patient	m	INCORRECT_TRIPLE	knew	Isaac Morris	True	"agent: ""Lawrence John Wargrave"" → ""INCORRECT_TRIPLE"""	False						
0_12_61608_telling	328	0	Lawrence John Wargrave	agent	telling	tell	61610	False	m	12	Thomas Legge	patient	m	Maine	telling	Thomas Legge	False		False						
11_10_61797_override	329	11	Fred Narracott	agent	override	override	61799	False	m	10	Isaac Morris	patient	m	Fred Narracott	override	Isaac Morris	False		False						
19_6_62659_serving	333	19	Arthur Richmond	agent	serving	serve	62661	False	m	6	John Gordon Macarthur	patient	m	Arthur Richmond	serving	John Gordon Macarthur	False		False						
2_4_64062_pushed	334	2	Philip Lombard	agent	pushed	push	64064	False	m	4	William Henry Blore	patient	m	Philip Lombard	pushed	William Henry Blore	False		False						
2_1_64073_doped	335	2	Philip Lombard	agent	doped	dope	64075	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	doped	Vera Elizabeth Claythorne	False		False						
2_1_64077_strung	336	2	Philip Lombard	agent	strung	string	64079	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	strung	Vera Elizabeth Claythorne	False		False						
1_2_64182_shot	337	1	Vera Elizabeth Claythorne	agent	shot	shoot	64184	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	shot	Philip Lombard	False		False						
1_4_64193_toppled	338	1	Vera Elizabeth Claythorne	agent	toppled	topple	64195	False	f	4	William Henry Blore	patient	m	Vera Elizabeth Claythorne	toppled	William Henry Blore	False		False						
10_2_67228_interviewed	342	10	Isaac Morris	agent	interviewed	interview	67230	False	m	2	Philip Lombard	patient	m	Isaac Morris	interviewed	Philip Lombard	False		False						
new_1774692318760_fx5ri	-1		Vera Elizabeth Claythorne	agent	drown	drown		False			Cyril Ogilvie Hamilton	patient		Vera Elizabeth Claythorne	drown	Cyril Ogilvie Hamilton	True	new triple	True	250201	250204	250209	250214	250220	250223
